纬度,经度,SO2,NO2,PM10,CO,O31小时,O38小时,PM2.5,污染程度,日期,时间段,气温,风向编码,风力编码,降水强度,天气_多云,天气_晴,天气_阴,天气_雨,天气_雪,天气_雾霾沙尘
34.261593,108.98996,107,44,126,41.0,21.0,10.0,156.0,4,2013/1/4,0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34.261593,108.98996,107,44,126,41.0,21.0,10.0,156.0,4,2013/1/4,1,-6.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34.279709,109.07048,93,63,142,25.0,29.0,14.0,148.0,3,2013/1/4,0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34.279709,109.07048,93,63,142,25.0,29.0,14.0,148.0,3,2013/1/4,1,-6.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34.22282,108.947144,122,52,124,102.0,12.0,5.0,149.0,3,2013/1/4,0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34.22282,108.947144,122,52,124,102.0,12.0,5.0,149.0,3,2013/1/4,1,-6.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34.26955,108.95903,85,59,104,94.0,68.0,30.0,147.0,3,2013/1/4,0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34.26955,108.95903,85,59,104,94.0,68.0,30.0,147.0,3,2013/1/4,1,-6.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34.233376,108.9049,75,35,124,87.0,39.0,16.0,183.0,4,2013/1/4,0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34.233376,108.9049,75,35,124,87.0,39.0,16.0,183.0,4,2013/1/4,1,-6.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34.35886,108.929192,61,85,95,69.0,17.0,5.0,150.0,3,2013/1/4,0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34.35886,108.929192,61,85,95,69.0,17.0,5.0,150.0,3,2013/1/4,1,-6.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34.158932,108.90696,115,37,132,63.0,62.0,25.0,185.0,4,2013/1/4,0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34.158932,108.90696,115,37,132,63.0,62.0,25.0,185.0,4,2013/1/4,1,-6.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34.662251,109.226196,83,27,95,48.0,27.0,11.0,130.0,3,2013/1/4,0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34.662251,109.226196,83,27,95,48.0,27.0,11.0,130.0,3,2013/1/4,1,-6.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34.366699,109.214211,74,78,96,50.0,21.0,8.0,138.0,3,2013/1/4,0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34.366699,109.214211,74,78,96,50.0,21.0,8.0,138.0,3,2013/1/4,1,-6.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34.209648,108.977669,49,102,128,65.0,6.0,3.0,170.0,4,2013/1/4,0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34.209648,108.977669,49,102,128,65.0,6.0,3.0,170.0,4,2013/1/4,1,-6.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34.354256,109.011482,65,88,102,43.0,26.0,10.0,144.0,3,2013/1/4,0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34.354256,109.011482,65,88,102,43.0,26.0,10.0,144.0,3,2013/1/4,1,-6.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34.259781,108.856987,114,117,182,45.0,9.0,13.0,320.0,7,2013/1/5,0,2.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34.259781,108.856987,114,117,182,45.0,9.0,13.0,320.0,7,2013/1/5,1,-6.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34.261593,108.98996,120,70,258,71.0,7.0,10.0,278.0,6,2013/1/5,0,2.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34.261593,108.98996,120,70,258,71.0,7.0,10.0,278.0,6,2013/1/5,1,-6.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34.279709,109.07048,91,89,181,65.0,9.0,13.0,251.0,6,2013/1/5,0,2.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34.279709,109.07048,91,89,181,65.0,9.0,13.0,251.0,6,2013/1/5,1,-6.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34.22282,108.947144,121,78,184,109.0,3.0,4.0,228.0,6,2013/1/5,0,2.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34.22282,108.947144,121,78,184,109.0,3.0,4.0,228.0,6,2013/1/5,1,-6.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34.26955,108.95903,113,161,169,108.0,14.0,20.0,271.0,6,2013/1/5,0,2.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34.26955,108.95903,113,161,169,108.0,14.0,20.0,271.0,6,2013/1/5,1,-6.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34.233376,108.9049,61,52,169,103.0,11.0,15.0,258.0,6,2013/1/5,0,2.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34.233376,108.9049,61,52,169,103.0,11.0,15.0,258.0,6,2013/1/5,1,-6.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34.35886,108.929192,87,101,182,68.0,9.0,14.0,312.0,7,2013/1/5,0,2.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34.35886,108.929192,87,101,182,68.0,9.0,14.0,312.0,7,2013/1/5,1,-6.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34.158932,108.90696,99,37,126,69.0,21.0,29.0,210.0,6,2013/1/5,0,2.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34.158932,108.90696,99,37,126,69.0,21.0,29.0,210.0,6,2013/1/5,1,-6.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34.662251,109.226196,93,29,157,69.0,13.0,16.0,257.0,6,2013/1/5,0,2.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34.662251,109.226196,93,29,157,69.0,13.0,16.0,257.0,6,2013/1/5,1,-6.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34.366699,109.214211,102,119,135,87.0,4.0,6.0,229.0,6,2013/1/5,0,2.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34.366699,109.214211,102,119,135,87.0,4.0,6.0,229.0,6,2013/1/5,1,-6.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34.209648,108.977669,57,127,189,95.0,27.0,12.0,286.0,6,2013/1/5,0,2.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34.209648,108.977669,57,127,189,95.0,27.0,12.0,286.0,6,2013/1/5,1,-6.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34.354256,109.011482,103,113,186,67.0,8.0,9.0,239.0,6,2013/1/5,0,2.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34.354256,109.011482,103,113,186,67.0,8.0,9.0,239.0,6,2013/1/5,1,-6.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34.382896,108.88327,68,59,167,76.0,9.0,11.0,303.0,7,2013/1/5,0,2.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34.382896,108.88327,68,59,167,76.0,9.0,11.0,303.0,7,2013/1/5,1,-6.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34.261593,108.98996,104,82,185,95.0,8.0,11.0,376.0,3,2013/1/6,0,2.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
34.261593,108.98996,104,82,185,95.0,8.0,11.0,376.0,3,2013/1/6,1,-6.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
34.279709,109.07048,73,105,395,92.0,9.0,13.0,372.0,7,2013/1/6,0,2.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
34.279709,109.07048,73,105,395,92.0,9.0,13.0,372.0,7,2013/1/6,1,-6.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
34.22282,108.947144,107,77,293,112.0,3.0,4.0,288.0,6,2013/1/6,0,2.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
34.22282,108.947144,107,77,293,112.0,3.0,4.0,288.0,6,2013/1/6,1,-6.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
34.26955,108.95903,90,199,410,106.0,12.0,13.0,416.0,7,2013/1/6,0,2.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
34.26955,108.95903,90,199,410,106.0,12.0,13.0,416.0,7,2013/1/6,1,-6.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
34.233376,108.9049,55,60,292,107.0,10.0,14.0,371.0,7,2013/1/6,0,2.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
34.233376,108.9049,55,60,292,107.0,10.0,14.0,371.0,7,2013/1/6,1,-6.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
34.35886,108.929192,63,57,380,74.0,10.0,14.0,466.0,7,2013/1/6,0,2.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
34.35886,108.929192,63,57,380,74.0,10.0,14.0,466.0,7,2013/1/6,1,-6.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
34.158932,108.90696,71,39,150,86.0,18.0,25.0,284.0,6,2013/1/6,0,2.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
34.158932,108.90696,71,39,150,86.0,18.0,25.0,284.0,6,2013/1/6,1,-6.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
34.662251,109.226196,99,32,183,75.0,9.0,13.0,287.0,6,2013/1/6,0,2.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
34.662251,109.226196,99,32,183,75.0,9.0,13.0,287.0,6,2013/1/6,1,-6.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
34.366699,109.214211,94,154,188,105.0,4.0,5.0,328.0,7,2013/1/6,0,2.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
34.366699,109.214211,94,154,188,105.0,4.0,5.0,328.0,7,2013/1/6,1,-6.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
34.209648,108.977669,23,144,285,103.0,5.0,7.0,363.0,7,2013/1/6,0,2.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
34.209648,108.977669,23,144,285,103.0,5.0,7.0,363.0,7,2013/1/6,1,-6.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
34.354256,109.011482,81,127,354,97.0,6.0,8.0,370.0,7,2013/1/6,0,2.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
34.354256,109.011482,81,127,354,97.0,6.0,8.0,370.0,7,2013/1/6,1,-6.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
34.382896,108.88327,71,73,240,99.0,6.0,8.0,419.0,7,2013/1/6,0,2.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
34.382896,108.88327,71,73,240,99.0,6.0,8.0,419.0,7,2013/1/6,1,-6.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
34.261593,108.98996,108,121,256,101.0,7.0,10.0,389.0,3,2013/1/7,0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34.261593,108.98996,108,121,256,101.0,7.0,10.0,389.0,3,2013/1/7,1,-4.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34.279709,109.07048,75,106,253,79.0,9.0,13.0,316.0,7,2013/1/7,0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34.279709,109.07048,75,106,253,79.0,9.0,13.0,316.0,7,2013/1/7,1,-4.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34.22282,108.947144,110,102,344,112.0,7.0,7.0,309.0,7,2013/1/7,0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34.22282,108.947144,110,102,344,112.0,7.0,7.0,309.0,7,2013/1/7,1,-4.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34.26955,108.95903,86,169,393,90.0,20.0,22.0,393.0,7,2013/1/7,0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34.26955,108.95903,86,169,393,90.0,20.0,22.0,393.0,7,2013/1/7,1,-4.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34.233376,108.9049,56,72,295,111.0,11.0,15.0,353.0,7,2013/1/7,0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34.233376,108.9049,56,72,295,111.0,11.0,15.0,353.0,7,2013/1/7,1,-4.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34.35886,108.929192,83,69,333,70.0,10.0,14.0,440.0,7,2013/1/7,0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34.35886,108.929192,83,69,333,70.0,10.0,14.0,440.0,7,2013/1/7,1,-4.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34.158932,108.90696,83,40,150,89.0,19.0,26.0,300.0,6,2013/1/7,0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34.158932,108.90696,83,40,150,89.0,19.0,26.0,300.0,6,2013/1/7,1,-4.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34.662251,109.226196,103,38,324,99.0,16.0,18.0,406.0,7,2013/1/7,0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34.662251,109.226196,103,38,324,99.0,16.0,18.0,406.0,7,2013/1/7,1,-4.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34.366699,109.214211,103,147,196,107.0,4.0,5.0,342.0,7,2013/1/7,0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34.366699,109.214211,103,147,196,107.0,4.0,5.0,342.0,7,2013/1/7,1,-4.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34.209648,108.977669,21,157,398,109.0,4.0,6.0,409.0,7,2013/1/7,0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34.209648,108.977669,21,157,398,109.0,4.0,6.0,409.0,7,2013/1/7,1,-4.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34.354256,109.011482,82,131,340,96.0,6.0,8.0,342.0,7,2013/1/7,0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
