纬度,经度,SO2,NO2,PM10,CO,O31小时,O38小时,PM2.5,污染程度,日期,时间段,气温,风向编码,风力编码,降水强度,天气_多云,天气_晴,天气_阴,天气_雨,天气_雪,天气_雾霾沙尘
34.366699,109.214211,74,25,74,,,,,1,2010/1/8,0,,,,,,,,,,
34.366699,109.214211,74,25,74,,,,,1,2010/1/8,1,,,,,,,,,,
34.382896,108.88327,103,16,123,,,,,2,2010/1/8,0,,,,,,,,,,
34.382896,108.88327,103,16,123,,,,,2,2010/1/8,1,,,,,,,,,,
34.259781,108.856987,67,32,168,,,,,3,2010/1/9,0,,,,,,,,,,
34.259781,108.856987,67,32,168,,,,,3,2010/1/9,1,,,,,,,,,,
34.261593,108.98996,67,39,127,,,,,2,2010/1/9,0,,,,,,,,,,
34.261593,108.98996,67,39,127,,,,,2,2010/1/9,1,,,,,,,,,,
34.279709,109.07048,84,49,148,,,,,2,2010/1/9,0,,,,,,,,,,
34.279709,109.07048,84,49,148,,,,,2,2010/1/9,1,,,,,,,,,,
34.22282,108.947144,98,27,157,,,,,3,2010/1/9,0,,,,,,,,,,
34.22282,108.947144,98,27,157,,,,,3,2010/1/9,1,,,,,,,,,,
34.26955,108.95903,77,44,145,,,,,2,2010/1/9,0,,,,,,,,,,
34.26955,108.95903,77,44,145,,,,,2,2010/1/9,1,,,,,,,,,,
34.233376,108.9049,62,35,141,,,,,2,2010/1/9,0,,,,,,,,,,
34.233376,108.9049,62,35,141,,,,,2,2010/1/9,1,,,,,,,,,,
34.35886,108.929192,52,37,123,,,,,2,2010/1/9,0,,,,,,,,,,
34.35886,108.929192,52,37,123,,,,,2,2010/1/9,1,,,,,,,,,,
34.158932,108.90696,89,35,117,,,,,2,2010/1/9,0,,,,,,,,,,
34.158932,108.90696,89,35,117,,,,,2,2010/1/9,1,,,,,,,,,,
34.662251,109.226196,57,22,84,,,,,1,2010/1/9,0,,,,,,,,,,
34.662251,109.226196,57,22,84,,,,,1,2010/1/9,1,,,,,,,,,,
34.366699,109.214211,92,49,122,,,,,2,2010/1/9,0,,,,,,,,,,
34.366699,109.214211,92,49,122,,,,,2,2010/1/9,1,,,,,,,,,,
34.382896,108.88327,78,17,171,,,,,3,2010/1/9,0,,,,,,,,,,
34.382896,108.88327,78,17,171,,,,,3,2010/1/9,1,,,,,,,,,,
34.259781,108.856987,46,31,177,,,,,3,2010/1/10,0,,,,,,,,,,
34.259781,108.856987,46,31,177,,,,,3,2010/1/10,1,,,,,,,,,,
34.261593,108.98996,55,37,130,,,,,2,2010/1/10,0,,,,,,,,,,
34.261593,108.98996,55,37,130,,,,,2,2010/1/10,1,,,,,,,,,,
34.279709,109.07048,49,47,126,,,,,2,2010/1/10,0,,,,,,,,,,
34.279709,109.07048,49,47,126,,,,,2,2010/1/10,1,,,,,,,,,,
34.22282,108.947144,63,27,195,,,,,3,2010/1/10,0,,,,,,,,,,
34.22282,108.947144,63,27,195,,,,,3,2010/1/10,1,,,,,,,,,,
34.26955,108.95903,73,34,191,,,,,3,2010/1/10,0,,,,,,,,,,
34.26955,108.95903,73,34,191,,,,,3,2010/1/10,1,,,,,,,,,,
34.233376,108.9049,68,48,190,,,,,3,2010/1/10,0,,,,,,,,,,
34.233376,108.9049,68,48,190,,,,,3,2010/1/10,1,,,,,,,,,,
34.35886,108.929192,37,40,131,,,,,2,2010/1/10,0,,,,,,,,,,
34.35886,108.929192,37,40,131,,,,,2,2010/1/10,1,,,,,,,,,,
34.158932,108.90696,96,44,154,,,,,3,2010/1/10,0,,,,,,,,,,
34.158932,108.90696,96,44,154,,,,,3,2010/1/10,1,,,,,,,,,,
34.662251,109.226196,92,37,99,,,,,1,2010/1/10,0,,,,,,,,,,
34.662251,109.226196,92,37,99,,,,,1,2010/1/10,1,,,,,,,,,,
34.366699,109.214211,75,40,132,,,,,2,2010/1/10,0,,,,,,,,,,
34.366699,109.214211,75,40,132,,,,,2,2010/1/10,1,,,,,,,,,,
34.382896,108.88327,88,21,177,,,,,3,2010/1/10,0,,,,,,,,,,
34.382896,108.88327,88,21,177,,,,,3,2010/1/10,1,,,,,,,,,,
34.259781,108.856987,69,37,126,,,,,2,2010/1/11,0,,,,,,,,,,
34.259781,108.856987,69,37,126,,,,,2,2010/1/11,1,,,,,,,,,,
34.261593,108.98996,57,43,102,,,,,2,2010/1/11,0,,,,,,,,,,
34.261593,108.98996,57,43,102,,,,,2,2010/1/11,1,,,,,,,,,,
34.279709,109.07048,29,60,105,,,,,2,2010/1/11,0,,,,,,,,,,
34.279709,109.07048,29,60,105,,,,,2,2010/1/11,1,,,,,,,,,,
34.22282,108.947144,71,27,126,,,,,2,2010/1/11,0,,,,,,,,,,
34.22282,108.947144,71,27,126,,,,,2,2010/1/11,1,,,,,,,,,,
34.26955,108.95903,73,59,132,,,,,2,2010/1/11,0,,,,,,,,,,
34.26955,108.95903,73,59,132,,,,,2,2010/1/11,1,,,,,,,,,,
34.233376,108.9049,56,80,126,,,,,2,2010/1/11,0,,,,,,,,,,
34.233376,108.9049,56,80,126,,,,,2,2010/1/11,1,,,,,,,,,,
34.35886,108.929192,50,34,105,,,,,2,2010/1/11,0,,,,,,,,,,
34.35886,108.929192,50,34,105,,,,,2,2010/1/11,1,,,,,,,,,,
34.158932,108.90696,72,27,87,,,,,1,2010/1/11,0,,,,,,,,,,
34.158932,108.90696,72,27,87,,,,,1,2010/1/11,1,,,,,,,,,,
34.662251,109.226196,63,40,78,,,,,1,2010/1/11,0,,,,,,,,,,
34.662251,109.226196,63,40,78,,,,,1,2010/1/11,1,,,,,,,,,,
34.366699,109.214211,68,55,91,,,,,1,2010/1/11,0,,,,,,,,,,
34.366699,109.214211,68,55,91,,,,,1,2010/1/11,1,,,,,,,,,,
34.382896,108.88327,61,45,116,,,,,2,2010/1/11,0,,,,,,,,,,
34.382896,108.88327,61,45,116,,,,,2,2010/1/11,1,,,,,,,,,,
34.259781,108.856987,73,49,79,,,,,1,2010/1/12,0,,,,,,,,,,
34.259781,108.856987,73,49,79,,,,,1,2010/1/12,1,,,,,,,,,,
34.261593,108.98996,69,45,78,,,,,1,2010/1/12,0,,,,,,,,,,
34.261593,108.98996,69,45,78,,,,,1,2010/1/12,1,,,,,,,,,,
34.279709,109.07048,67,40,70,,,,,1,2010/1/12,0,,,,,,,,,,
34.279709,109.07048,67,40,70,,,,,1,2010/1/12,1,,,,,,,,,,
34.22282,108.947144,65,27,54,,,,,1,2010/1/12,0,,,,,,,,,,
34.22282,108.947144,65,27,54,,,,,1,2010/1/12,1,,,,,,,,,,
34.26955,108.95903,65,32,81,,,,,1,2010/1/12,0,,,,,,,,,,
34.26955,108.95903,65,32,81,,,,,1,2010/1/12,1,,,,,,,,,,
34.233376,108.9049,63,44,82,,,,,1,2010/1/12,0,,,,,,,,,,
34.233376,108.9049,63,44,82,,,,,1,2010/1/12,1,,,,,,,,,,
34.35886,108.929192,40,22,65,,,,,1,2010/1/12,0,,,,,,,,,,
34.35886,108.929192,40,22,65,,,,,1,2010/1/12,1,,,,,,,,,,
34.158932,108.90696,40,15,59,,,,,1,2010/1/12,0,,,,,,,,,,
34.158932,108.90696,40,15,59,,,,,1,2010/1/12,1,,,,,,,,,,
34.662251,109.226196,32,20,57,,,,,1,2010/1/12,0,,,,,,,,,,
34.662251,109.226196,32,20,57,,,,,1,2010/1/12,1,,,,,,,,,,
34.366699,109.214211,76,26,55,,,,,1,2010/1/12,0,,,,,,,,,,
34.366699,109.214211,76,26,55,,,,,1,2010/1/12,1,,,,,,,,,,
34.382896,108.88327,32,27,77,,,,,1,2010/1/12,0,,,,,,,,,,
34.382896,108.88327,32,27,77,,,,,1,2010/1/12,1,,,,,,,,,,
34.259781,108.856987,72,26,65,,,,,1,2010/1/13,0,,,,,,,,,,
34.259781,108.856987,72,26,65,,,,,1,2010/1/13,1,,,,,,,,,,
34.261593,108.98996,57,25,66,,,,,1,2010/1/13,0,,,,,,,,,,
34.261593,108.98996,57,25,66,,,,,1,2010/1/13,1,,,,,,,,,,
34.279709,109.07048,59,31,59,,,,,1,2010/1/13,0,,,,,,,,,,
34.279709,109.07048,59,31,59,,,,,1,2010/1/13,1,,,,,,,,,,
34.22282,108.947144,67,27,55,,,,,1,2010/1/13,0,,,,,,,,,,
34.22282,108.947144,67,27,55,,,,,1,2010/1/13,1,,,,,,,,,,
34.26955,108.95903,75,35,86,,,,,1,2010/1/13,0,,,,,,,,,,
34.26955,108.95903,75,35,86,,,,,1,2010/1/13,1,,,,,,,,,,
34.233376,108.9049,49,37,56,,,,,1,2010/1/13,0,,,,,,,,,,
34.233376,108.9049,49,37,56,,,,,1,2010/1/13,1,,,,,,,,,,
34.35886,108.929192,43,25,55,,,,,1,2010/1/13,0,,,,,,,,,,
34.35886,108.929192,43,25,55,,,,,1,2010/1/13,1,,,,,,,,,,
34.158932,108.90696,37,22,63,,,,,1,2010/1/13,0,,,,,,,,,,
34.158932,108.90696,37,22,63,,,,,1,2010/1/13,1,,,,,,,,,,
34.662251,109.226196,49,21,73,,,,,1,2010/1/13,0,,,,,,,,,,
34.662251,109.226196,49,21,73,,,,,1,2010/1/13,1,,,,,,,,,,
34.366699,109.214211,60,16,51,,,,,1,2010/1/13,0,,,,,,,,,,
34.366699,109.214211,60,16,51,,,,,1,2010/1/13,1,,,,,,,,,,
34.382896,108.88327,40,17,62,,,,,1,2010/1/13,0,,,,,,,,,,
34.382896,108.88327,40,17,62,,,,,1,2010/1/13,1,,,,,,,,,,
34.259781,108.856987,82,36,97,,,,,1,2010/1/14,0,,,,,,,,,,
34.259781,108.856987,82,36,97,,,,,1,2010/1/14,1,,,,,,,,,,
34.261593,108.98996,68,45,87,,,,,1,2010/1/14,0,,,,,,,,,,
34.261593,108.98996,68,45,87,,,,,1,2010/1/14,1,,,,,,,,,,
34.279709,109.07048,58,39,80,,,,,1,2010/1/14,0,,,,,,,,,,
34.279709,109.07048,58,39,80,,,,,1,2010/1/14,1,,,,,,,,,,
34.22282,108.947144,82,43,76,,,,,1,2010/1/14,0,,,,,,,,,,
34.22282,108.947144,82,43,76,,,,,1,2010/1/14,1,,,,,,,,,,
34.26955,108.95903,83,68,97,,,,,1,2010/1/14,0,,,,,,,,,,
34.26955,108.95903,83,68,97,,,,,1,2010/1/14,1,,,,,,,,,,
34.233376,108.9049,61,45,62,,,,,1,2010/1/14,0,,,,,,,,,,
34.233376,108.9049,61,45,62,,,,,1,2010/1/14,1,,,,,,,,,,
34.35886,108.929192,59,17,70,,,,,1,2010/1/14,0,,,,,,,,,,
34.35886,108.929192,59,17,70,,,,,1,2010/1/14,1,,,,,,,,,,
34.158932,108.90696,62,17,71,,,,,1,2010/1/14,0,,,,,,,,,,
34.158932,108.90696,62,17,71,,,,,1,2010/1/14,1,,,,,,,,,,
34.662251,109.226196,45,15,75,,,,,1,2010/1/14,0,,,,,,,,,,
34.662251,109.226196,45,15,75,,,,,1,2010/1/14,1,,,,,,,,,,
34.366699,109.214211,64,16,51,,,,,1,2010/1/14,0,,,,,,,,,,
34.366699,109.214211,64,16,51,,,,,1,2010/1/14,1,,,,,,,,,,
34.382896,108.88327,20,17,62,,,,,1,2010/1/14,0,,,,,,,,,,
34.382896,108.88327,20,17,62,,,,,1,2010/1/14,1,,,,,,,,,,
34.259781,108.856987,101,45,114,,,,,2,2010/1/15,0,,,,,,,,,,
34.259781,108.856987,101,45,114,,,,,2,2010/1/15,1,,,,,,,,,,
34.261593,108.98996,84,87,104,,,,,2,2010/1/15,0,,,,,,,,,,
34.261593,108.98996,84,87,104,,,,,2,2010/1/15,1,,,,,,,,,,
34.279709,109.07048,53,50,119,,,,,2,2010/1/15,0,,,,,,,,,,
34.279709,109.07048,53,50,119,,,,,2,2010/1/15,1,,,,,,,,,,
34.22282,108.947144,90,48,107,,,,,2,2010/1/15,0,,,,,,,,,,
34.22282,108.947144,90,48,107,,,,,2,2010/1/15,1,,,,,,,,,,
34.26955,108.95903,80,73,123,,,,,2,2010/1/15,0,,,,,,,,,,
34.26955,108.95903,80,73,123,,,,,2,2010/1/15,1,,,,,,,,,,
34.233376,108.9049,62,57,89,,,,,1,2010/1/15,0,,,,,,,,,,
34.233376,108.9049,62,57,89,,,,,1,2010/1/15,1,,,,,,,,,,
34.35886,108.929192,86,43,111,,,,,2,2010/1/15,0,,,,,,,,,,
34.35886,108.929192,86,43,111,,,,,2,2010/1/15,1,,,,,,,,,,
34.158932,108.90696,101,40,91,,,,,2,2010/1/15,0,,,,,,,,,,
34.158932,108.90696,101,40,91,,,,,2,2010/1/15,1,,,,,,,,,,
34.662251,109.226196,66,32,101,,,,,2,2010/1/15,0,,,,,,,,,,
34.662251,109.226196,66,32,101,,,,,2,2010/1/15,1,,,,,,,,,,
34.366699,109.214211,52,12,100,,,,,1,2010/1/15,0,,,,,,,,,,
34.366699,109.214211,52,12,100,,,,,1,2010/1/15,1,,,,,,,,,,
34.382896,108.88327,64,45,116,,,,,2,2010/1/15,0,,,,,,,,,,
34.382896,108.88327,64,45,116,,,,,2,2010/1/15,1,,,,,,,,,,
34.259781,108.856987,97,39,106,,,,,2,2010/1/16,0,,,,,,,,,,
34.259781,108.856987,97,39,106,,,,,2,2010/1/16,1,,,,,,,,,,
34.261593,108.98996,97,53,101,,,,,2,2010/1/16,0,,,,,,,,,,
34.261593,108.98996,97,53,101,,,,,2,2010/1/16,1,,,,,,,,,,
34.279709,109.07048,44,47,115,,,,,2,2010/1/16,0,,,,,,,,,,
34.279709,109.07048,44,47,115,,,,,2,2010/1/16,1,,,,,,,,,,
