点位名称,SO2,NO2,PM10,CO,O31小时,O38小时,PM2.5,首要污染物,时间
高压开关厂 ,55.0,,153.0,70.0,35.0,42.0,108.0,中度,2013-03-18
高压开关厂 ,63.0,,139.0,64.0,45.0,65.0,158.0,中度,2013-03-17
高压开关厂 ,66.0,,166.0,75.0,15.0,18.0,280.0,重度,2013-03-16
高压开关厂 ,67.0,75.0,149.0,62.0,26.0,34.0,229.0,重度,2013-03-15
高压开关厂 ,61.0,,118.0,48.0,22.0,27.0,166.0,中度,2013-03-14
高压开关厂 ,68.0,,500.0,59.0,15.0,19.0,364.0,严重,2013-03-13
高压开关厂 ,60.0,,500.0,50.0,19.0,21.0,268.0,严重,2013-03-12
高压开关厂 ,67.0,,107.0,33.0,18.0,22.0,105.0,轻度,2013-03-11
高压开关厂 ,45.0,,364.0,24.0,27.0,37.0,112.0,严重,2013-03-10
高压开关厂 ,50.0,98.0,500.0,48.0,23.0,32.0,309.0,严重,2013-03-09
高压开关厂 ,100.0,,152.0,63.0,38.0,49.0,162.0,中度,2013-03-08
高压开关厂 ,76.0,,191.0,57.0,36.0,42.0,195.0,中度,2013-03-07
高压开关厂 ,74.0,,196.0,33.0,33.0,46.0,209.0,重度,2013-03-06
高压开关厂 ,85.0,,192.0,60.0,33.0,35.0,252.0,重度,2013-03-05
高压开关厂 ,69.0,,171.0,43.0,33.0,37.0,169.0,中度,2013-03-04
高压开关厂 ,60.0,88.0,153.0,32.0,38.0,48.0,127.0,中度,2013-03-03
高压开关厂 ,94.0,88.0,144.0,20.0,30.0,35.0,103.0,轻度,2013-03-02
高压开关厂 ,63.0,63.0,145.0,10.0,27.0,40.0,67.0,轻度,2013-03-01
高压开关厂 ,70.0,,270.0,52.0,27.0,28.0,272.0,重度,2013-02-28
高压开关厂 ,99.0,,322.0,91.0,41.0,38.0,402.0,严重,2013-02-27
高压开关厂 ,116.0,,282.0,87.0,31.0,32.0,412.0,严重,2013-02-26
高压开关厂 ,104.0,,270.0,81.0,20.0,20.0,354.0,严重,2013-02-25
高压开关厂 ,105.0,,270.0,81.0,38.0,41.0,412.0,严重,2013-02-24
高压开关厂 ,86.0,116.0,158.0,69.0,40.0,47.0,285.0,重度,2013-02-23
高压开关厂 ,78.0,,125.0,65.0,39.0,45.0,225.0,重度,2013-02-22
高压开关厂 ,100.0,,118.0,61.0,38.0,48.0,208.0,重度,2013-02-21
高压开关厂 ,60.0,,82.0,36.0,24.0,30.0,138.0,轻度,2013-02-20
高压开关厂 ,63.0,,82.0,38.0,21.0,26.0,140.0,轻度,2013-02-19
高压开关厂 ,58.0,,83.0,34.0,29.0,33.0,119.0,轻度,2013-02-18
高压开关厂 ,96.0,,160.0,41.0,22.0,19.0,296.0,重度,2013-02-17
高压开关厂 ,105.0,,178.0,101.0,34.0,44.0,347.0,严重,2013-02-16
高压开关厂 ,78.0,93.0,89.0,108.0,34.0,41.0,99.0,轻度,2013-02-15
高压开关厂 ,104.0,103.0,109.0,109.0,26.0,28.0,159.0,中度,2013-02-14
高压开关厂 ,128.0,107.0,100.0,109.0,20.0,18.0,145.0,轻度,2013-02-13
高压开关厂 ,68.0,77.0,114.0,108.0,33.0,42.0,185.0,中度,2013-02-12
高压开关厂 ,74.0,82.0,155.0,111.0,9.0,11.0,305.0,严重,2013-02-11
高压开关厂 ,106.0,105.0,487.0,114.0,40.0,40.0,500.0,严重,2013-02-10
高压开关厂 ,127.0,107.0,178.0,111.0,22.0,28.0,327.0,严重,2013-02-09
高压开关厂 ,102.0,106.0,105.0,110.0,9.0,10.0,190.0,中度,2013-02-08
高压开关厂 ,104.0,108.0,134.0,113.0,11.0,14.0,221.0,重度,2013-02-07
高压开关厂 ,117.0,120.0,196.0,118.0,11.0,11.0,346.0,严重,2013-02-06
高压开关厂 ,107.0,110.0,102.0,114.0,29.0,31.0,166.0,中度,2013-02-05
高压开关厂 ,90.0,107.0,,113.0,4.0,6.0,199.0,中度,2013-02-04
高压开关厂 ,98.0,115.0,,114.0,4.0,5.0,240.0,重度,2013-02-03
高压开关厂 ,101.0,131.0,253.0,118.0,5.0,6.0,391.0,严重,2013-02-02
高压开关厂 ,122.0,144.0,342.0,119.0,6.0,7.0,440.0,严重,2013-02-01
高压开关厂 ,107.0,134.0,172.0,114.0,10.0,10.0,318.0,严重,2013-01-31
高压开关厂 ,118.0,148.0,322.0,115.0,10.0,10.0,429.0,严重,2013-01-30
高压开关厂 ,108.0,142.0,319.0,116.0,13.0,12.0,413.0,严重,2013-01-29
高压开关厂 ,135.0,132.0,169.0,109.0,14.0,14.0,293.0,重度,2013-01-28
高压开关厂 ,118.0,138.0,182.0,109.0,8.0,8.0,266.0,重度,2013-01-27
高压开关厂 ,117.0,119.0,114.0,103.0,17.0,20.0,172.0,中度,2013-01-26
高压开关厂 ,80.0,109.0,117.0,102.0,25.0,28.0,169.0,中度,2013-01-25
高压开关厂 ,99.0,97.0,83.0,86.0,31.0,39.0,65.0,良,2013-01-24
高压开关厂 ,114.0,128.0,176.0,106.0,20.0,22.0,312.0,严重,2013-01-23
高压开关厂 ,101.0,119.0,128.0,104.0,23.0,20.0,219.0,重度,2013-01-23
高压开关厂 ,102.0,91.0,82.0,88.0,26.0,33.0,94.0,轻度,2013-01-21
高压开关厂 ,103.0,116.0,183.0,107.0,17.0,21.0,319.0,严重,2013-01-20
高压开关厂 ,121.0,146.0,407.0,115.0,4.0,6.0,458.0,严重,2013-01-19
高压开关厂 ,132.0,140.0,205.0,109.0,8.0,8.0,329.0,严重,2013-01-18
高压开关厂 ,107.0,117.0,143.0,101.0,12.0,14.0,214.0,重度,2013-01-17
高压开关厂 ,107.0,122.0,235.0,107.0,24.0,20.0,300.0,重度,2013-01-16
高压开关厂 ,109.0,103.0,151.0,89.0,25.0,31.0,148.0,中度,2013-01-15
高压开关厂 ,126.0,155.0,500.0,114.0,11.0,5.0,500.0,严重,2013-01-14
高压开关厂 ,115.0,144.0,298.0,108.0,12.0,15.0,399.0,严重,2013-01-13
高压开关厂 ,133.0,139.0,215.0,103.0,10.0,14.0,308.0,严重,2013-01-12
高压开关厂 ,112.0,122.0,171.0,104.0,33.0,37.0,269.0,重度,2013-01-11
高压开关厂 ,124.0,133.0,198.0,102.0,14.0,18.0,333.0,严重,2013-01-10
高压开关厂 ,110.0,115.0,149.0,89.0,16.0,22.0,216.0,重度,2013-01-09
高压开关厂 ,116.0,138.0,273.0,105.0,10.0,13.0,383.0,严重,2013-01-08
高压开关厂 ,114.0,117.0,182.0,45.0,9.0,13.0,320.0,严重,2013-01-05
高压开关厂 ,110.0,111.0,131.0,35.0,25.0,9.0,143.0,轻度,2013-01-04
高压开关厂 ,76.0,84.0,68.0,21.0,58.0,24.0,39.0,良,2013-01-03
高压开关厂 ,86.0,92.0,73.0,23.0,40.0,18.0,69.0,良,2013-01-02
高压开关厂 ,90.0,116.0,115.0,30.0,52.0,17.0,139.0,轻度,2013-01-01
高压开关厂 ,80.0,65.0,94.0,,,,,良,2012-12-31
高压开关厂 ,74.0,50.0,82.0,,,,,良,2012-12-30
高压开关厂 ,73.0,32.0,97.0,,,,,良,2012-12-29
高压开关厂 ,100.0,97.0,230.0,,,,,中度污染,2012-12-28
高压开关厂 ,66.0,60.0,123.0,,,,,轻微污染,2012-12-25
高压开关厂 ,42.0,22.0,95.0,,,,,良,2012-12-24
高压开关厂 ,49.0,27.0,74.0,,,,,良,2012-12-23
高压开关厂 ,52.0,31.0,87.0,,,,,良,2012-12-22
高压开关厂 ,54.0,41.0,97.0,,,,,良,2012-12-21
高压开关厂 ,60.0,39.0,95.0,,,,,良,2012-12-20
高压开关厂 ,56.0,30.0,94.0,,,,,良,2012-12-19
高压开关厂 ,41.0,27.0,83.0,,,,,良,2012-12-18
高压开关厂 ,56.0,22.0,209.0,,,,,中度污染,2012-12-17
高压开关厂 ,62.0,28.0,362.0,,,,,重污染,2012-12-16
高压开关厂 ,65.0,31.0,304.0,,,,,重污染,2012-12-15
高压开关厂 ,61.0,29.0,295.0,,,,,中度重污染,2012-12-14
高压开关厂 ,67.0,34.0,269.0,,,,,中度重污染,2012-12-13
高压开关厂 ,60.0,34.0,293.0,,,,,中度重污染,2012-12-12
高压开关厂 ,61.0,36.0,131.0,,,,,轻微污染,2012-12-11
高压开关厂 ,59.0,27.0,132.0,,,,,轻微污染,2012-12-10
高压开关厂 ,61.0,15.0,92.0,,,,,良,2012-12-09
高压开关厂 ,64.0,27.0,95.0,,,,,良,2012-12-08
高压开关厂 ,61.0,28.0,95.0,,,,,良,2012-12-07
高压开关厂 ,65.0,17.0,95.0,,,,,良,2012-12-06
高压开关厂 ,71.0,17.0,98.0,,,,,良,2012-12-05
高压开关厂 ,82.0,34.0,100.0,,,,,良,2012-12-04
高压开关厂 ,86.0,21.0,130.0,,,,,轻微污染,2012-12-03
高压开关厂 ,85.0,30.0,268.0,,,,,中度重污染,2012-12-02
高压开关厂 ,92.0,35.0,226.0,,,,,中度污染,2012-12-01
高压开关厂 ,62.0,27.0,97.0,,,,,良,2012-11-30
高压开关厂 ,44.0,19.0,98.0,,,,,良,2012-11-29
高压开关厂 ,46.0,27.0,95.0,,,,,良,2012-11-28
高压开关厂 ,40.0,22.0,90.0,,,,,良,2012-11-27
高压开关厂 ,46.0,17.0,82.0,,,,,良,2012-11-26
高压开关厂 ,43.0,15.0,88.0,,,,,良,2012-11-25
高压开关厂 ,32.0,17.0,87.0,,,,,良,2012-11-24
高压开关厂 ,35.0,10.0,84.0,,,,,良,2012-11-23
高压开关厂 ,36.0,32.0,167.0,,,,,轻度污染,2012-11-22
高压开关厂 ,35.0,29.0,144.0,,,,,轻微污染,2012-11-21
高压开关厂 ,53.0,27.0,130.0,,,,,轻微污染,2012-11-20
高压开关厂 ,39.0,27.0,90.0,,,,,良,2012-11-19
高压开关厂 ,38.0,43.0,96.0,,,,,良,2012-11-18
高压开关厂 ,34.0,30.0,82.0,,,,,良,2012-11-17
高压开关厂 ,40.0,18.0,66.0,,,,,良,2012-11-16
高压开关厂 ,60.0,38.0,129.0,,,,,轻微污染,2012-11-15
高压开关厂 ,35.0,29.0,96.0,,,,,良,2012-11-14
高压开关厂 ,41.0,32.0,95.0,,,,,良,2012-11-13
高压开关厂 ,35.0,25.0,84.0,,,,,良,2012-11-12
高压开关厂 ,27.0,19.0,75.0,,,,,良,2012-11-11
高压开关厂 ,29.0,21.0,94.0,,,,,良,2012-11-10
高压开关厂 ,34.0,23.0,89.0,,,,,良,2012-11-09
高压开关厂 ,29.0,14.0,57.0,,,,,良,2012-11-08
高压开关厂 ,29.0,30.0,96.0,,,,,良,2012-11-07
高压开关厂 ,29.0,29.0,91.0,,,,,良,2012-11-06
高压开关厂 ,28.0,29.0,92.0,,,,,良,2012-11-05
高压开关厂 ,23.0,21.0,76.0,,,,,良,2012-11-04
高压开关厂 ,33.0,19.0,99.0,,,,,良,2012-11-03
高压开关厂 ,40.0,28.0,222.0,,,,,中度污染,2012-11-02
高压开关厂 ,33.0,33.0,98.0,,,,,良,2012-11-01
高压开关厂 ,30.0,26.0,95.0,,,,,良,2012-10-31
高压开关厂 ,30.0,27.0,91.0,,,,,良,2012-10-30
高压开关厂 ,30.0,33.0,98.0,,,,,良,2012-10-29
高压开关厂 ,26.0,32.0,97.0,,,,,良,2012-10-28
高压开关厂 ,29.0,32.0,98.0,,,,,良,2012-10-27
高压开关厂 ,31.0,35.0,119.0,,,,,轻微污染,2012-10-26
高压开关厂 ,26.0,34.0,93.0,,,,,良,2012-10-25
高压开关厂 ,25.0,27.0,93.0,,,,,良,2012-10-24
高压开关厂 ,30.0,33.0,94.0,,,,,良,2012-10-23
高压开关厂 ,28.0,22.0,58.0,,,,,良,2012-10-22
高压开关厂 ,36.0,32.0,99.0,,,,,良,2012-10-21
高压开关厂 ,32.0,30.0,108.0,,,,,轻微污染,2012-10-20
高压开关厂 ,34.0,27.0,96.0,,,,,良,2012-10-19
高压开关厂 ,32.0,30.0,104.0,,,,,轻微污染,2012-10-18
高压开关厂 ,26.0,27.0,76.0,,,,,良,2012-10-17
高压开关厂 ,32.0,30.0,98.0,,,,,良,2012-10-16
高压开关厂 ,31.0,30.0,144.0,,,,,轻微污染,2012-10-15
高压开关厂 ,35.0,28.0,95.0,,,,,良,2012-10-14
高压开关厂 ,30.0,25.0,93.0,,,,,良,2012-10-13
高压开关厂 ,33.0,35.0,133.0,,,,,轻微污染,2012-10-12
高压开关厂 ,30.0,29.0,129.0,,,,,轻微污染,2012-10-11
高压开关厂 ,31.0,23.0,83.0,,,,,良,2012-10-10
高压开关厂 ,31.0,24.0,96.0,,,,,良,2012-10-09
高压开关厂 ,33.0,29.0,149.0,,,,,轻微污染,2012-10-08
高压开关厂 ,25.0,27.0,114.0,,,,,轻微污染,2012-10-07
高压开关厂 ,22.0,25.0,106.0,,,,,轻微污染,2012-10-06
高压开关厂 ,24.0,22.0,89.0,,,,,良,2012-10-05
高压开关厂 ,25.0,24.0,81.0,,,,,良,2012-10-04
高压开关厂 ,21.0,22.0,92.0,,,,,良,2012-10-03
高压开关厂 ,25.0,29.0,114.0,,,,,轻微污染,2012-10-02
高压开关厂 ,20.0,27.0,87.0,,,,,良,2012-10-01
高压开关厂 ,27.0,23.0,98.0,,,,,良,2012-09-30
高压开关厂 ,21.0,26.0,89.0,,,,,良,2012-09-29
高压开关厂 ,26.0,20.0,78.0,,,,,良,2012-09-28
高压开关厂 ,21.0,25.0,89.0,,,,,良,2012-09-27
高压开关厂 ,18.0,19.0,54.0,,,,,良,2012-09-26
高压开关厂 ,24.0,22.0,110.0,,,,,轻微污染,2012-09-25
高压开关厂 ,32.0,26.0,125.0,,,,,轻微污染,2012-09-24
高压开关厂 ,36.0,21.0,121.0,,,,,轻微污染,2012-09-23
高压开关厂 ,27.0,22.0,98.0,,,,,良,2012-09-22
高压开关厂 ,26.0,21.0,95.0,,,,,良,2012-09-21
高压开关厂 ,30.0,25.0,95.0,,,,,良,2012-09-20
高压开关厂 ,31.0,22.0,88.0,,,,,良,2012-09-19
高压开关厂 ,30.0,19.0,94.0,,,,,良,2012-09-18
高压开关厂 ,24.0,15.0,90.0,,,,,良,2012-09-17
高压开关厂 ,19.0,17.0,62.0,,,,,良,2012-09-16
高压开关厂 ,28.0,21.0,74.0,,,,,良,2012-09-15
高压开关厂 ,26.0,20.0,67.0,,,,,良,2012-09-14
高压开关厂 ,25.0,19.0,56.0,,,,,良,2012-09-13
高压开关厂 ,23.0,20.0,58.0,,,,,良,2012-09-12
高压开关厂 ,20.0,19.0,64.0,,,,,良,2012-09-11
高压开关厂 ,27.0,20.0,72.0,,,,,良,2012-09-10
高压开关厂 ,26.0,19.0,68.0,,,,,良,2012-09-09
高压开关厂 ,29.0,20.0,81.0,,,,,良,2012-09-08
高压开关厂 ,28.0,18.0,78.0,,,,,良,2012-09-07
高压开关厂 ,29.0,25.0,88.0,,,,,良,2012-09-06
高压开关厂 ,35.0,24.0,81.0,,,,,良,2012-09-05
高压开关厂 ,35.0,24.0,54.0,,,,,良,2012-09-04
高压开关厂 ,35.0,24.0,54.0,,,,,优,2012-09-04
高压开关厂 ,35.0,23.0,37.0,,,,,优,2012-09-03
高压开关厂 ,26.0,14.0,37.0,,,,,优,2012-09-02
高压开关厂 ,26.0,15.0,42.0,,,,,优,2012-09-01
高压开关厂 ,27.0,19.0,73.0,,,,,良,2012-08-31
高压开关厂 ,27.0,27.0,66.0,,,,,良,2012-08-30
高压开关厂 ,28.0,27.0,62.0,,,,,良,2012-08-29
高压开关厂 ,28.0,20.0,79.0,,,,,良,2012-08-28
高压开关厂 ,23.0,24.0,96.0,,,,,良,2012-08-27
高压开关厂 ,22.0,17.0,82.0,,,,,良,2012-08-26
高压开关厂 ,23.0,19.0,77.0,,,,,良,2012-08-25
高压开关厂 ,23.0,14.0,59.0,,,,,良,2012-08-24
高压开关厂 ,20.0,16.0,57.0,,,,,良,2012-08-23
高压开关厂 ,28.0,27.0,62.0,,,,,良,2012-08-22
高压开关厂 ,19.0,24.0,43.0,,,,,优,2012-08-21
高压开关厂 ,19.0,15.0,37.0,,,,,优,2012-08-20
高压开关厂 ,27.0,16.0,43.0,,,,,优,2012-08-19
高压开关厂 ,32.0,14.0,59.0,,,,,良,2012-08-18
高压开关厂 ,30.0,15.0,63.0,,,,,良,2012-08-17
高压开关厂 ,31.0,27.0,87.0,,,,,良,2012-08-16
高压开关厂 ,32.0,23.0,65.0,,,,,良,2012-08-15
高压开关厂 ,31.0,19.0,55.0,,,,,良,2012-08-14
高压开关厂 ,30.0,22.0,73.0,,,,,良,2012-08-13
高压开关厂 ,29.0,19.0,89.0,,,,,良,2012-08-12
高压开关厂 ,28.0,20.0,85.0,,,,,良,2012-08-11
高压开关厂 ,27.0,22.0,80.0,,,,,良,2012-08-10
高压开关厂 ,24.0,20.0,79.0,,,,,良,2012-08-09
高压开关厂 ,25.0,19.0,75.0,,,,,良,2012-08-08
高压开关厂 ,26.0,22.0,57.0,,,,,良,2012-08-07
高压开关厂 ,21.0,17.0,58.0,,,,,良,2012-08-06
高压开关厂 ,19.0,15.0,75.0,,,,,良,2012-08-05
高压开关厂 ,18.0,13.0,80.0,,,,,良,2012-08-04
高压开关厂 ,24.0,22.0,63.0,,,,,良,2012-08-03
高压开关厂 ,31.0,21.0,51.0,,,,,良,2012-08-02
高压开关厂 ,30.0,20.0,44.0,,,,,优,2012-08-01
高压开关厂 ,28.0,17.0,59.0,,,,,良,2012-07-31
高压开关厂 ,34.0,22.0,64.0,,,,,良,2012-07-30
高压开关厂 ,27.0,23.0,66.0,,,,,良,2012-07-29
高压开关厂 ,39.0,25.0,46.0,,,,,优,2012-07-28
高压开关厂 ,36.0,27.0,48.0,,,,,优,2012-07-27
高压开关厂 ,34.0,25.0,76.0,,,,,良,2012-07-26
高压开关厂 ,30.0,24.0,61.0,,,,,良,2012-07-25
高压开关厂 ,27.0,22.0,57.0,,,,,良,2012-07-24
高压开关厂 ,25.0,20.0,55.0,,,,,良,2012-07-23
高压开关厂 ,24.0,16.0,57.0,,,,,良,2012-07-22
高压开关厂 ,25.0,15.0,78.0,,,,,良,2012-07-21
高压开关厂 ,23.0,18.0,85.0,,,,,良,2012-07-20
高压开关厂 ,24.0,17.0,87.0,,,,,良,2012-07-19
高压开关厂 ,29.0,18.0,78.0,,,,,良,2012-07-18
高压开关厂 ,22.0,17.0,72.0,,,,,良,2012-07-17
高压开关厂 ,25.0,15.0,71.0,,,,,良,2012-07-16
高压开关厂 ,25.0,15.0,71.0,,,,,良,2012-07-16
高压开关厂 ,23.0,19.0,70.0,,,,,良,2012-07-15
高压开关厂 ,25.0,20.0,63.0,,,,,良,2012-07-14
高压开关厂 ,32.0,25.0,60.0,,,,,良,2012-07-13
高压开关厂 ,30.0,24.0,66.0,,,,,良,2012-07-12
高压开关厂 ,21.0,15.0,64.0,,,,,良,2012-07-11
高压开关厂 ,23.0,21.0,54.0,,,,,良,2012-07-10
高压开关厂 ,15.0,16.0,45.0,,,,,优,2012-07-09
高压开关厂 ,26.0,15.0,57.0,,,,,良,2012-07-08
高压开关厂 ,28.0,18.0,50.0,,,,,优,2012-07-07
高压开关厂 ,27.0,24.0,59.0,,,,,良,2012-07-06
高压开关厂 ,19.0,23.0,40.0,,,,,优,2012-07-05
高压开关厂 ,20.0,14.0,41.0,,,,,优,2012-07-04
高压开关厂 ,23.0,20.0,46.0,,,,,优,2012-07-03
高压开关厂 ,26.0,25.0,64.0,,,,,良,2012-07-02
高压开关厂 ,24.0,20.0,36.0,,,,,优,2012-07-01
高压开关厂 ,18.0,20.0,40.0,,,,,优,2012-06-30
高压开关厂 ,26.0,17.0,58.0,,,,,良,2012-06-29
高压开关厂 ,28.0,16.0,52.0,,,,,良,2012-06-28
高压开关厂 ,24.0,21.0,68.0,,,,,良,2012-06-27
高压开关厂 ,26.0,21.0,57.0,,,,,良,2012-06-26
高压开关厂 ,37.0,22.0,74.0,,,,,良,2012-06-25
高压开关厂 ,37.0,25.0,69.0,,,,,良,2012-06-24
高压开关厂 ,40.0,24.0,63.0,,,,,良,2012-06-23
高压开关厂 ,40.0,25.0,65.0,,,,,良,2012-06-22
高压开关厂 ,35.0,30.0,68.0,,,,,良,2012-06-21
高压开关厂 ,32.0,26.0,69.0,,,,,良,2012-06-20
高压开关厂 ,36.0,24.0,71.0,,,,,良,2012-06-19
高压开关厂 ,41.0,23.0,66.0,,,,,良,2012-06-18
高压开关厂 ,33.0,31.0,63.0,,,,,良,2012-06-17
高压开关厂 ,31.0,29.0,65.0,,,,,良,2012-06-16
高压开关厂 ,34.0,25.0,64.0,,,,,良,2012-06-15
高压开关厂 ,32.0,20.0,62.0,,,,,良,2012-06-14
高压开关厂 ,28.0,26.0,56.0,,,,,良,2012-06-13
高压开关厂 ,34.0,23.0,65.0,,,,,良,2012-06-12
高压开关厂 ,34.0,28.0,61.0,,,,,良,2012-06-11
高压开关厂 ,40.0,30.0,57.0,,,,,良,2012-06-10
高压开关厂 ,40.0,24.0,58.0,,,,,良,2012-06-09
高压开关厂 ,23.0,25.0,54.0,,,,,良,2012-06-08
高压开关厂 ,34.0,25.0,74.0,,,,,良,2012-06-07
高压开关厂 ,34.0,19.0,68.0,,,,,良,2012-06-06
高压开关厂 ,36.0,19.0,78.0,,,,,良,2012-06-05
高压开关厂 ,43.0,23.0,70.0,,,,,良,2012-06-04
高压开关厂 ,38.0,16.0,52.0,,,,,良,2012-06-03
高压开关厂 ,40.0,20.0,58.0,,,,,良,2012-06-02
高压开关厂 ,41.0,23.0,67.0,,,,,良,2012-06-01
高压开关厂 ,36.0,22.0,53.0,,,,,良,2012-05-31
高压开关厂 ,32.0,23.0,49.0,,,,,优,2012-05-30
高压开关厂 ,35.0,19.0,53.0,,,,,良,2012-05-29
高压开关厂 ,36.0,21.0,54.0,,,,,良,2012-05-28
高压开关厂 ,35.0,20.0,67.0,,,,,良,2012-05-27
高压开关厂 ,30.0,24.0,72.0,,,,,良,2012-05-26
高压开关厂 ,22.0,24.0,81.0,,,,,良,2012-05-25
高压开关厂 ,23.0,24.0,88.0,,,,,良,2012-05-24
高压开关厂 ,16.0,22.0,90.0,,,,,良,2012-05-23
高压开关厂 ,16.0,17.0,60.0,,,,,良,2012-05-22
高压开关厂 ,13.0,10.0,69.0,,,,,良,2012-05-21
高压开关厂 ,30.0,27.0,78.0,,,,,良,2012-05-20
高压开关厂 ,37.0,39.0,94.0,,,,,良,2012-05-19
高压开关厂 ,38.0,42.0,87.0,,,,,良,2012-05-18
高压开关厂 ,29.0,38.0,68.0,,,,,良,2012-05-17
高压开关厂 ,34.0,40.0,71.0,,,,,良,2012-05-16
高压开关厂 ,30.0,31.0,59.0,,,,,良,2012-05-15
高压开关厂 ,30.0,24.0,69.0,,,,,良,2012-05-14
高压开关厂 ,22.0,24.0,94.0,,,,,良,2012-05-13
高压开关厂 ,22.0,20.0,66.0,,,,,良,2012-05-12
高压开关厂 ,25.0,17.0,60.0,,,,,良,2012-05-11
高压开关厂 ,35.0,27.0,81.0,,,,,良,2012-05-10
高压开关厂 ,35.0,31.0,81.0,,,,,良,2012-05-09
高压开关厂 ,36.0,28.0,92.0,,,,,良,2012-05-08
高压开关厂 ,35.0,30.0,92.0,,,,,良,2012-05-07
高压开关厂 ,49.0,34.0,90.0,,,,,良,2012-05-06
高压开关厂 ,49.0,36.0,79.0,,,,,良,2012-05-05
高压开关厂 ,44.0,36.0,91.0,,,,,良,2012-05-04
高压开关厂 ,29.0,37.0,77.0,,,,,良,2012-05-03
高压开关厂 ,15.0,22.0,74.0,,,,,良,2012-05-02
高压开关厂 ,18.0,22.0,96.0,,,,,良,2012-05-01
高压开关厂 ,25.0,18.0,80.0,,,,,良,2012-04-30
高压开关厂 ,32.0,28.0,96.0,,,,,良,2012-04-29
高压开关厂 ,36.0,34.0,106.0,,,,,轻微污染,2012-04-28
高压开关厂 ,42.0,34.0,84.0,,,,,良,2012-04-27
高压开关厂 ,44.0,40.0,98.0,,,,,良,2012-04-26
高压开关厂 ,38.0,34.0,93.0,,,,,良,2012-04-25
